,title,gross_worldwide,movie_id,year,plot
194,Brave,"$538,983,207",1217209,2012,"Determined to make her own path in life, Princess Merida (Kelly Macdonald) defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.::IMDb Editors"
195,The Simpsons Movie,"$536,414,270",0462538,2007,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.::oakemily"
196,The Revenant,"$532,950,503",1663202,2015,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.::ahmetkozan
197,The Meg,"$530,259,113",4779682,2018,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.::grantss
198,Ralph Breaks the Internet,"$529,323,962",5848272,2018,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.::bajillion"
199,Hotel Transylvania 3: Summer Vacation,"$528,583,774",5220122,2018,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
200,The Boss Baby,"$527,965,936",3874544,2017,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
201,Dunkirk,"$527,260,271",5013056,2017,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.::Robert Paege"
202,Godzilla,"$524,976,069",0831387,2014,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.::Universal Pictures"
203,Sherlock Holmes,"$524,028,679",0988045,2009,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.::Anonymous
204,Meet the Fockers,"$522,657,936",0290002,2004,All hell breaks loose when the Byrnes family meets the Focker family for the first time.::MonkeyKingMA
205,WALL·E,"$521,311,860",0910970,2008,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.::tb4000"
206,Kung Fu Panda 3,"$521,170,825",2267968,2016,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.::Miss W J Mcdermott"
207,Terminator 2: Judgment Day,"$520,884,847",0103064,1991,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.::PaulRichard"
208,Ant-Man,"$519,311,965",0478970,2015,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.::ahmetkozan"
209,Dr. Seuss' the Grinch,"$511,595,957",2709692,2018,A grumpy Grinch (Benedict Cumberbatch) plots to ruin Christmas for the village of Whoville.
210,Ghost,"$505,870,681",0099653,1990,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.::tanm_86"
211,Aladdin,"$504,050,219",6139732,2019,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.::Noah Orent
212,Rio 2,"$498,781,117",2357291,2014,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law.::Anonymous"
213,Troy,"$497,409,852",0332452,2004,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.::Chris Makrozahopoulos <makzax@hotmail.com>"
214,Toy Story 2,"$497,374,776",0120363,1999,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.::Steve Shedloski"
215,How to Train Your Dragon,"$494,878,759",0892769,2010,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.::tb4000"
216,Twister,"$494,471,524",0117998,1996,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.::rball4042"
217,Oz The Great and Powerful,"$493,311,825",1623205,2013,"A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.::MadMovieManiac"
218,Clash of the Titans,"$493,214,993",0800320,2010,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.::Trance"
219,Maleficent: Mistress of Evil,"$491,730,089",4777008,2019,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.::Disney"
220,War for the Planet of the Apes,"$490,719,763",3450958,2017,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.::Twentieth Century Fox"
221,Shrek,"$487,769,799",0126029,2001,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.::ReptilePatrol"
222,Mr. & Mrs. Smith,"$487,287,646",0356910,2005,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.::Anonymous
223,Angels & Demons,"$485,930,816",0808151,2009,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.::Anonymous and assmn316
224,Teenage Mutant Ninja Turtles,"$485,004,754",0100758,1990,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.::Kenneth Chisholm
225,Bruce Almighty,"$484,592,874",0315327,2003,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.::Anonymous
226,Rio,"$483,866,518",1436562,2011,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.::IMDb Editors"
227,Saving Private Ryan,"$482,349,603",0120815,1998,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.::Chris White"
228,Rise of the Planet of the Apes,"$481,800,873",1318514,2011,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.::20th Century Fox
229,Home Alone,"$477,063,114",0099785,1990,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.::tanm_86
230,Star Wars: Episode VI - Return of the Jedi,"$475,347,111",0086190,1983,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.::Tom Benton & Travis Brainerd"
231,Charlie and the Chocolate Factory,"$474,968,763",0367594,2005,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.::MonkeyKingMA"
232,Hotel Transylvania 2,"$474,800,000",2510894,2015,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.::Benjamin Rothrock"
233,Indiana Jones and the Last Crusade,"$474,310,887",0097576,1989,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.::Tomius J. Barnard and assmn316"
234,San Andreas,"$473,990,832",2126355,2015,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.::Anonymous"
235,It Chapter Two,"$473,093,228",7349950,2019,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.::shaneemerson"
236,Jaws,"$471,859,371",0073195,1975,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.::Patrick Boldt"
237,Wreck-It Ralph,"$471,222,889",1772341,2012,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.::IMDb Editors"
238,The Hangover,"$469,310,836",1119646,2009,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.::jrofficial"
239,The Lego Movie,"$468,060,692",1490017,2014,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.::m7 and Brian McInnis"
240,Bumblebee,"$467,989,645",4701182,2018,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.::Paramount Pictures"
241,Star Trek Into Darkness,"$467,365,246",1408101,2013,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.::Paramount Pictures"
242,The Matrix,"$465,712,364",0133093,1999,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.::Kenneth Chisholm
243,Pretty Woman,"$463,406,927",0100405,1990,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.::Anonymous"
244,Cars,"$461,991,867",0317219,2006,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.::Chris White"
245,Gladiator,"$460,583,960",0172495,2000,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.::Noah Orent
246,X-Men: The Last Stand,"$460,435,291",0376994,2006,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men."
247,National Treasure: Book of Secrets,"$459,242,249",0465234,2007,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.::rball4042
248,Lucy,"$458,863,600",2872732,2014,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.::Falejczyk"
249,Mission: Impossible,"$457,731,198",0117060,1996,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.::Anonymous"
250,300,"$456,068,181",0416449,2006,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.::Anonymous
251,The Last Samurai,"$454,627,263",0325710,2003,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.::jgp3553@yahoo.com
252,Dying to Survive,"$451,183,391",7362036,2018,A story on how a small drug store owner became the exclusive selling agent of a cheap Indian generic drug against Chronic Granulocytic Leukemia in China.::Kevin He
253,Ocean's Eleven,"$450,717,150",0240772,2001,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.::Annette Little
254,"My People, My Country","$450,064,993",10147382,2019,"An anthology film consist of 7 short stories directed by several different directors, which are based on 7 moments since the founding of People's Republic of China."
255,Thor,"$449,326,618",0800369,2011,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.::Anonymous and Brian McInnis"
256,Pearl Harbor,"$449,220,945",0213149,2001,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
257,Tarzan,"$448,191,819",0918940,2016,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.::Anonymous"
258,La La Land,"$446,486,224",3783958,2016,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
259,The Greatest Showman,"$446,355,750",1485796,2017,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.::Twentieth Century Fox
260,Men in Black II,"$445,135,288",0120912,2002,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.::Jonathan Palma
261,The Bourne Ultimatum,"$444,100,035",0440963,2007,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.::Skip4591
262,The Mummy Returns,"$443,280,904",0209163,2001,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.::Brian Barjenbruch <brianb1@home.com>"
263,Alvin and the Chipmunks: The Squeakquel,"$443,140,005",1231580,2009,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.::TB4000"
264,Les Misérables,"$441,809,770",1707386,2012,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
265,The Exorcist,"$441,306,145",0070047,1973,"When a 12 year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.::paulrichard"
266,Mrs. Doubtfire,"$441,286,195",0107614,1993,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.::Kenneth Chisholm"
267,Terminator Genisys,"$440,603,537",1340138,2015,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
268,Beauty and the Beast,"$440,118,382",2771200,2017,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
269,Warcraft,"$439,048,914",0803096,2016,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.::ahmetkozan"
270,Mamma Mia! Here We Go Again,"$436,407,847",6911608,2018,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past."
271,A Star Is Born,"$436,188,866",1517451,2018,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.::Noah Orent
272,Terminator 3: Rise of the Machines,"$433,371,112",0181852,2003,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.::vsuperkuns
273,Pokémon Detective Pikachu,"$433,005,346",5884052,2019,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
274,Die Another Day,"$431,971,116",0246460,2002,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.::Helltopay27"
275,The Secret Life of Pets 2,"$430,051,293",5113040,2019,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day."
276,Cast Away,"$429,632,142",0162222,2000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.::Noah Orent
277,Rampage,"$428,028,233",2231461,2018,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.::ahmetkozan"
278,The King's Speech,"$427,374,317",1504320,2010,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.::Kenneth Chisholm"
279,The Matrix Revolutions,"$427,344,064",0242653,2003,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.::vsuperkuns
280,The Intouchables,"$426,588,510",1675434,2011,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.::IMDb Editors"
281,Django Unchained,"$425,368,238",1853728,2012,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.::Anonymous and Brian McInnis"
282,Dances with Wolves,"$424,208,848",0099348,1990,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.::Jon Reeves <jreeves@imdb.com>"
283,Twilight,"$421,667,219",1099212,2008,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.::Holland"
284,The Chronicles of Narnia: Prince Caspian,"$419,665,568",0499448,2008,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.::Anonymous"
285,Bad Boys for Life,"$419,074,646",1502397,2020,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.::Sony Pictures
286,Sex and the City,"$418,765,321",0159206,1998,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.::ahmetkozan
287,The Captain,"$416,953,262",6763252,2017,"In the last moments of World War II, a young German soldier fighting for survival finds a Nazi captain's uniform. Impersonating an officer, the man quickly takes on the monstrous identity of the perpetrators he is trying to escape from.::Robert Schwentke"
288,The Mummy,"$415,933,406",0120616,1999,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.::ahmetkozan"
289,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$415,686,217",0980970,2010,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.::Garland W."
290,Jason Bourne,"$415,484,914",4196776,2016,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.
291,The Wolverine,"$414,828,246",1430132,2013,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.::Dann-Fonda"
292,Kingsman: The Secret Service,"$414,351,546",2802144,2014,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
293,Night at the Museum: Battle of the Smithsonian,"$413,106,170",1078912,2009,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.::Anonymous"
294,Batman,"$411,556,825",1877830,2021,The plot is unknown.
295,The Bodyguard,"$411,006,740",7493974,2018,A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.
296,Pacific Rim,"$411,002,906",1663662,2013,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.::Anonymous"
297,Kingsman: The Golden Circle,"$410,902,662",4649466,2017,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.::Twentieth Century Fox"
298,The Mummy,"$409,231,607",0120616,1999,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.::ahmetkozan"
299,Ice Age: Collision Course,"$408,579,038",3416828,2016,"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.::Liam McCoy"
300,Signs,"$408,247,917",8917248,2018,"When a young woman's murder shows similarities to a decade-old case, a new police commander must break the silence permeating an Owl Mountain town.::Spinova"
301,X2: X-Men United,"$407,711,549",0290334,2003,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
302,Alita: Battle Angel,"$404,852,543",0437086,2019,"A deactivated cyborg is revived, but cannot remember anything of her past life and goes on a quest to find out who she is.::Twentieth Century Fox"
303,Toy Story,"$404,265,438",0114709,1995,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.::Kenneth Chisholm
304,The Mummy: Tomb of the Dragon Emperor,"$403,449,830",0859163,2008,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.::Anonymous"
305,Prometheus,"$403,354,469",1446714,2012,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
306,Gone with the Wind,"$402,352,579",0031381,1939,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.::Carl Schultz
307,TRON: Legacy,"$400,062,763",1104001,2010,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.::Lloyd Black
308,Mission: Impossible III,"$398,479,497",0317919,2006,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.::anonymous
309,Grease,"$397,217,505",0077631,1978,"Good girl Sandy Olsson (Olivia Newton-John) and greaser Danny Zuko (John Travolta) fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?::jgp3553@yahoo.com"
310,Snow White and the Huntsman,"$396,592,829",1735898,2012,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.::Anonymous"
311,Solo: A Star Wars Story,"$392,924,807",3778644,2018,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.::Travis Brainerd"
312,The Wolf of Wall Street,"$392,000,694",0993846,2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.::mystic80"
313,Superman Returns,"$391,081,192",0348150,2006,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.::ahmetkozan"
314,Robin Hood: Prince of Thieves,"$390,493,908",0102798,1991,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.::Kenneth Chisholm"
315,Raiders of the Lost Ark,"$390,133,212",0082971,1981,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.::Colin Tinto <cst@imdb.com>"
316,Independence Day: Resurgence,"$389,681,935",1628841,2016,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?::Kenneth Chisholm and Brian McInnis"
317,Back to the Future,"$388,612,911",0088763,1985,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.::Anonymous"
318,Live Free or Die Hard,"$388,156,011",0337978,2007,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.::rball4042
319,Monster Hunt,"$387,053,506",3781476,2015,"Human and monsters have lived in their separate worlds, but after the birth of Wuba, the last of the monster kings, begins the adventure to bring the two races together.::Sonja Pavkovic"
320,Godzilla: King of the Monsters,"$386,600,138",3741700,2019,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
321,Home,"$386,041,607",2224026,2015,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.::gamergcfan"
322,Star Trek,"$385,680,446",0060028,1966,"In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.::Kenneth Chisholm"
323,Happy Feet,"$384,335,608",0366548,2006,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!::Kennedy Miller"
324,Cars 3,"$383,930,656",3606752,2017,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.
325,Ice Age,"$383,257,136",0268380,2002,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.::B&M."
326,Fifty Shades Darker,"$381,545,846",4465564,2017,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.::Fifty Shades of Grey Wiki"
327,Monsters vs. Aliens,"$381,509,870",0892782,2009,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.::jgp3553
328,1917,"$380,867,058",8579674,2019,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.::vsuperkuns"
329,Batman Begins,"$379,714,510",0372784,2005,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.::paulrichard"
330,Godzilla,"$379,014,294",0831387,2014,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.::Universal Pictures"
331,True Lies,"$378,882,411",0111503,1994,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.::Skip_4591 and assmn316"
332,Slumdog Millionaire,"$378,410,113",1010048,2008,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".::Noah Orent"
333,Taken 2,"$376,141,306",1397280,2012,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.::IMDb Editors"
334,G.I. Joe: Retaliation,"$375,740,705",1583421,2013,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.::Paramount
335,Spider-Man: Into the Spider-Verse,"$375,540,831",4633694,2018,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.::Chockys"
336,Mad Max: Fury Road,"$375,212,975",1392190,2015,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.::Matthew Trahan"
337,Shark Tale,"$374,583,879",0307453,2004,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.::Kenneth Chisholm"
338,Once Upon a Time... In Hollywood,"$374,343,626",7131622,2019,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.::Bob
339,What Women Want,"$374,111,707",0207201,2000,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.::Foggy"
340,The Adventures of Tintin,"$373,993,951",0983193,2011,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.::Kenneth Chisholm
341,Penguins of Madagascar,"$373,515,621",1911658,2014,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.::Anonymous"
342,X-Men Origins: Wolverine,"$373,062,864",0458525,2009,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.::Chris White"
343,The Golden Compass,"$372,234,864",0385752,2007,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.::Anonymous"
344,Fifty Shades Freed,"$371,985,018",4477536,2018,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
345,Hitch,"$371,594,210",0386588,2005,"While helping his latest client woo the woman of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.::Anonymous"
346,Terminator Salvation,"$371,353,001",0438488,2009,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?::jgp3553@yahoo.com"
347,Captain America: The First Avenger,"$370,569,774",0458339,2011,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.::Anonymous"
348,Edge of Tomorrow,"$370,541,256",1631867,2014,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.::grantss"
349,There's Something About Mary,"$369,884,651",0129387,1998,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.::Murray Chapman <muzzle@imdb.com>"
350,Gone Girl,"$369,330,363",2267998,2014,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.::mystic80"
